DATE,SMU11479005552000001SA
2010-01-01,96.7127927821043
2010-02-01,96.6460814397718
2010-03-01,96.9160944831904
2010-04-01,96.709392634762
2010-05-01,96.95428726137258
2010-06-01,97.1973887285914
2010-07-01,97.32198401947642
2010-08-01,97.3313931139709
2010-09-01,97.30909124121179
2010-10-01,97.4617276400552
2010-11-01,97.586041844713
2010-12-01,97.4202918228163
2011-01-01,96.97737573301649
2011-02-01,97.1402849762237
2011-03-01,97.11648029750809
2011-04-01,97.5107616669233
2011-05-01,97.2168644365319
2011-06-01,96.81844481581899
2011-07-01,96.747215942289
2011-08-01,96.4564034354204
2011-09-01,96.5378803425396
2011-10-01,96.5477903969253
2011-11-01,96.3357636948679
2011-12-01,96.39901679976299
2012-01-01,96.44109083274469
2012-02-01,96.595404884122
2012-03-01,96.5071680941836
2012-04-01,96.6223926973131
2012-05-01,96.48644348720521
2012-06-01,96.5480601182624
2012-07-01,96.3561790336566
2012-08-01,96.65583862541901
2012-09-01,97.049141610675
2012-10-01,97.24552588078559
2012-11-01,97.4228827722093
2012-12-01,97.5987106725027
2013-01-01,97.8993840929693
2013-02-01,98.23139371625679
2013-03-01,98.4108984129465
2013-04-01,98.8374662711982
2013-05-01,98.97342257230422
2013-06-01,99.17651889655741
2013-07-01,99.24326435222392
2013-08-01,99.4042379031954
2013-09-01,99.2409581107511
2013-10-01,99.25834163612421
2013-11-01,99.2347767134678
2013-12-01,99.1165729918655
2014-01-01,98.77254020125471
2014-02-01,98.3780292720756
2014-03-01,98.42626411571301
2014-04-01,97.5863392807358
2014-05-01,97.920858834541
2014-06-01,98.08063222671619
2014-07-01,98.10848956440901
2014-08-01,98.21799152294341
2014-09-01,98.54268193122249
2014-10-01,98.2631934331066
2014-11-01,98.56051659802591
2014-12-01,98.4678970214736
2015-01-01,99.461731799223
2015-02-01,99.5424805212738
2015-03-01,99.7527061561557
2015-04-01,98.96578062550199
2015-05-01,99.23437812203709
2015-06-01,99.1438392158135
2015-07-01,99.3463198532086
2015-08-01,99.3290686820113
2015-09-01,99.32045764191808
2015-10-01,99.5564331998378
2015-11-01,99.61821438118591
2015-12-01,99.56687395219771
2016-01-01,99.6588345029781
2016-02-01,99.722621787944
2016-03-01,99.910172030237
2016-04-01,100.241532174496
2016-05-01,100.29470684611799
2016-06-01,100.18485063726
2016-07-01,100.665248415462
2016-08-01,101.04292152995501
2016-09-01,101.196579260581
2016-10-01,101.425756554204
2016-11-01,101.700829890933
2016-12-01,102.186407311285
2017-01-01,102.17158265529498
2017-02-01,102.43930052222
2017-03-01,102.580413480583
2017-04-01,102.382325229182
2017-05-01,102.73959236803101
2017-06-01,102.79977790309
2017-07-01,102.896222781849
2017-08-01,102.967781203901
2017-09-01,102.959409968766
2017-10-01,103.091713392873
2017-11-01,103.39829484844101
2017-12-01,103.394931764158
2018-01-01,103.68857236539101
2018-02-01,104.073385484315
2018-03-01,103.94399095338
2018-04-01,104.004515858757
2018-05-01,104.183246244681
2018-06-01,104.118730536665
2018-07-01,104.041148100964
2018-08-01,103.701089032561
2018-09-01,103.73771970038099
2018-10-01,103.465003767404
2018-11-01,102.972307233017
2018-12-01,102.56984398869
2019-01-01,102.912368185878
2019-02-01,101.61803724882999
2019-03-01,102.38360042669001
2019-04-01,103.408798237778
2019-05-01,102.54930168378799
2019-06-01,103.25398869212799
2019-07-01,102.106994119624
2019-08-01,102.96405065150101
2019-09-01,102.01258440662501
2019-10-01,103.049749519596
2019-11-01,102.42768677000299
